
c	no	q	p	r
k	0	0	0	-1.58968	1.24163	0.902668	0.493767	0.497599	-0.281404	-0.0678444	0.357284	0.428572	-1.11069	-1.0182	0.767067	1.69544	-0.652044	1.26231	-1.8795	-0.308643	-0.515166	1.72456	-0.712195	
k	0	0	1	-0.0987836	-1.36565	-0.0463962	1.28924	-0.997252	-1.31785	1.08903	-1.31379	0.245587	-1.14095	-1.33699	0.587436	1.01532	0.379357	-0.0429465	-0.0989834	0.603417	-0.276597	0.020458	0.1716	
k	0	0	2	0.978014	1.47171	-1.16036	-0.548196	-0.0161738	-0.867674	0.220273	-1.18826	0.603843	-0.466603	-0.0856334	-0.0553629	1.03907	-0.454875	0.776237	-0.39445	-1.13759	-0.117696	0.481598	-0.60119	
k	0	0	3	0.926603	-0.293998	0.448796	-1.4158	0.397342	-1.41986	1.58065	-0.401612	-1.12427	1.14526	0.0534288	0.616375	-0.711417	1.14079	2.41308	0.124529	-0.119534	0.427309	-0.591095	-1.53446	
k	0	0	4	0.41043	1.33263	0.191655	0.683493	-0.241247	0.448544	-0.661826	-1.87656	0.387588	-1.01478	-1.65084	0.0161338	0.86594	0.727699	0.211677	-0.632569	1.37573	-0.495768	-0.410238	-0.121549	
k	0	0	5	1.72524	0.793572	-0.0160649	0.558645	-0.312867	2.19436	0.672156	-1.37399	1.4529	-0.06545	0.539348	0.687687	-1.08062	-1.70561	0.271185	1.53153	-0.841765	0.397829	0.145051	0.504508	
k	0	0	6	-0.403664	-0.0291813	-1.01994	-0.0605867	-0.735825	-1.90887	-0.846558	0.613981	-1.15379	-0.333045	0.514162	-0.521054	-0.238889	-1.17247	-2.02909	-0.324013	-0.552167	0.354661	-0.00289947	-1.81599	
k	0	0	7	-2.69416	-1.69862	0.495423	-0.128088	0.263292	-0.983242	0.690543	1.18845	0.287789	0.372751	-0.493974	-1.07292	1.67396	-0.982728	-1.27226	-0.683663	-0.577374	-0.0522375	1.86033	-0.1295	
k	0	0	8	-0.537191	0.8532	-0.927417	-2.21315	-1.15184	-0.878351	0.250563	0.348722	0.923718	-1.28932	1.22693	-0.100866	-0.415157	1.00058	-0.688315	1.00864	-1.2425	-2.0462	-0.52861	0.623502	
k	0	0	9	-0.225293	0.345514	2.07803	0.41058	0.25348	-1.60758	-0.844234	1.64007	0.104955	-0.168259	1.98031	-2.02868	0.21831	-0.123853	1.47221	-1.18335	-0.835165	0.532945	0.991115	-0.370567	
k	0	0	10	0.192937	-0.142298	-1.43975	-0.953135	0.12273	0.838884	0.638629	-1.31844	0.0677518	0.264483	1.64042	0.598668	2.03092	-0.160792	-0.227093	-1.72467	0.902651	0.693131	-0.586645	-1.37277	
k	0	0	11	-0.148715	-1.32791	0.762355	-0.951202	-0.300631	-0.400193	2.88634	0.133556	1.14699	-0.299747	1.41238	-0.930376	0.195576	-0.737691	0.967678	-0.634674	1.63777	-0.492186	1.03752	0.911735	
k	0	0	12	0.910722	0.495516	0.183418	-2.13767	1.74088	-0.250451	1.11343	0.234932	-0.138042	-0.87437	-1.39063	0.693255	-1.89699	-1.13801	0.962924	0.807658	1.0233	-0.624496	-0.247558	0.966562	
k	0	0	13	-0.389399	-0.496609	-0.413604	-0.685039	1.76958	0.963531	0.943107	-0.147453	0.986189	1.43823	-1.04595	0.238287	-0.739304	-1.76319	-1.70042	1.26803	0.364389	-2.88215	0.188017	0.121697	
k	0	0	14	0.630925	1.32221	-1.53867	-0.00437829	-0.637213	0.22333	0.217262	0.00315918	1.3846	-0.798182	0.25953	0.430253	0.948427	-0.471744	1.22409	1.14755	0.436238	0.145401	0.606231	0.600269	
k	0	0	15	0.170206	-0.15177	-0.922653	0.416324	0.0153659	0.659707	0.914659	-1.92477	-0.547656	-0.898429	-0.230346	-0.0714933	-1.24387	-1.7234	-2.07392	0.180012	0.463008	-0.286435	-0.821446	0.725797	
k	0	0	16	-1.00415	0.168519	0.00513735	1.16995	-3.19469	2.11069	0.0248629	0.931728	0.179422	0.75182	-0.976836	0.713742	-1.46676	-0.512108	-0.180228	-0.45884	0.944519	1.56909	-1.27857	0.320893	
k	0	0	17	0.697556	-0.0124725	-0.145589	-0.282076	-0.0104524	-0.316345	0.571112	1.84529	0.296275	-1.07367	0.864265	1.66608	-0.52034	-1.39272	2.12791	-0.0671112	0.91078	0.376085	-1.2177	0.015929	
k	0	0	18	-1.50384	-0.876206	-0.817607	-0.563799	1.48724	-2.07401	-0.44444	0.698059	-0.237865	-0.944965	-1.61608	-0.542519	0.52822	1.09925	0.233995	0.934608	0.795266	0.082909	-0.0840092	-0.141436	
k	0	0	19	0.565931	-0.51155	1.23974	0.0797515	-1.23709	1.42126	1.59495	0.55668	-0.835799	1.25821	1.12699	0.0401374	-1.07784	0.627726	-2.2195	-1.66783	0.861144	0.847632	-0.0624345	0.525969	
k	0	0	20	-0.286128	-0.773497	-0.15577	0.910383	1.0098	0.346908	1.72689	0.123787	0.5639	-1.93089	1.24316	-0.412933	0.386308	-1.02259	0.25138	-0.323838	0.642224	-2.62249	1.33836	-0.83001	
k	0	0	21	-0.174481	-1.11523	-0.71879	-0.882693	0.57835	-2.42702	-1.08627	-2.11851	-0.259587	-0.650752	0.946334	1.26552	0.0864056	-0.5772	1.05635	0.425466	0.735133	-1.34698	-0.75642	-1.26495	
k	0	0	22	-0.122532	-0.478799	0.0537968	0.690812	0.404583	-0.0443896	0.32588	0.320746	-1.32628	-0.540322	0.355599	-0.380611	0.068581	-1.0104	-0.633198	-0.556839	-0.292329	1.97343	0.474347	-0.489434	
k	0	0	23	0.530338	1.30451	-0.614134	-0.656173	0.636117	1.15607	-0.0664691	-0.260656	0.0572921	1.13965	0.31744	0.453293	-0.167524	-0.00454919	-0.576378	0.178802	-1.15984	0.709346	-0.326328	0.635995	
k	0	0	24	-0.660475	-1.38683	0.0551728	0.490368	0.558356	1.24815	0.362125	-0.326477	-1.33911	0.194246	0.376456	0.227931	2.31541	0.0161526	-0.303383	0.541172	1.23851	0.178149	-1.16079	0.353037	
k	0	0	25	1.21796	-0.458719	1.67242	1.05121	0.829241	-0.0278993	0.417703	0.672082	0.57208	-0.788127	-0.187615	-1.23107	-0.249398	-0.0270027	-0.791424	-0.610455	-0.0790355	1.29159	-0.750424	0.849667	
k	0	0	26	1.04331	0.780047	-0.294169	-0.429802	-0.646548	0.977836	-0.981448	0.427227	1.56409	1.04171	0.600765	1.56516	0.191599	-0.290185	-0.141116	0.825085	0.775773	0.556383	-0.538903	2.1461	
k	0	0	27	1.17163	-0.40596	0.610957	1.05855	1.84367	-0.936169	0.807524	-0.463646	-0.507019	0.385856	1.46171	-0.52537	1.94685	-1.35918	-0.622631	-0.598033	-0.0173505	-0.242376	0.263096	0.663117	
k	0	0	28	0.186942	-0.839592	-0.568329	-0.524108	-0.387456	-1.87083	-1.1601	0.863781	0.752524	-0.220816	1.02564	-0.677282	-0.42865	0.732755	-1.32108	-0.431211	0.927019	0.453484	0.152848	-0.14402	
k	0	0	29	1.47579	-0.0579655	-0.717727	0.284727	0.788547	-0.898685	-0.30148	1.45862	-1.56836	-1.5326	0.719022	0.753614	-0.29645	-1.17219	0.814408	-0.36579	1.74745	1.62498	1.36823	0.18006	
k	0	0	30	-1.71868	0.664659	1.69501	0.469338	-0.173862	-1.50141	0.916012	1.10203	-1.39595	1.50272	2.12444	-1.80647	1.17689	-1.80873	0.0664574	-1.35642	-1.55744	0.665157	-2.07103	-1.04038	
k	0	0	31	1.36154	-0.665357	-0.263797	1.38666	-0.311549	-0.654311	-2.50545	0.650836	-1.16774	0.0293445	-1.52807	-0.425661	-1.63898	-0.602433	0.311339	1.50498	0.433177	-0.988009	-0.0842994	-2.89352	
k	0	0	32	0.577607	-0.0160782	1.28342	0.921644	0.187217	-1.03878	1.09963	-0.622444	-0.0316634	1.20979	-0.614924	1.58978	0.321313	1.14356	0.269203	-1.9167	-0.108795	0.271024	1.04881	0.138701	
k	0	0	33	1.41371	0.417381	-0.113482	0.323099	0.315879	0.343872	-0.073239	0.299687	-0.489586	-1.71392	-0.737774	-0.82484	0.577496	0.0473452	1.692	0.918047	-1.43842	-0.419659	0.93921	-1.25148	
