50
1000	70	40	80	60	70	100	40	90	80	60	70	50	60	50	30	70	100	40	40	50	50	30	40	90	70	60	60	90	70	100	100	80	40	80	40	100	80	60	60	30	70	40	60	80	50	80	90	30	40
70	1000	50	60	30	40	30	40	60	40	90	40	80	40	30	30	60	50	40	100	60	30	30	90	40	70	40	60	40	70	80	90	50	30	100	30	40	90	60	70	80	100	50	60	30	50	50	80	70	40
40	50	1000	100	50	30	100	90	70	80	90	70	50	30	100	40	80	30	70	50	60	100	80	70	80	50	70	90	90	40	30	60	80	50	60	60	100	90	90	30	90	90	30	50	100	40	70	50	100	100
80	60	100	1000	30	30	100	80	70	100	30	90	60	40	50	30	90	90	80	30	60	30	30	40	60	40	60	70	70	50	40	100	90	40	30	70	100	40	70	50	80	40	50	70	30	30	30	60	70	80
60	30	50	30	1000	80	30	100	100	90	80	50	60	90	70	30	50	50	70	80	80	80	40	80	30	30	70	50	50	70	80	90	50	70	40	100	60	30	70	50	40	70	90	80	70	90	40	40	100	100
70	40	30	30	80	1000	80	80	40	100	40	100	90	30	70	80	50	50	90	40	40	40	60	60	30	90	30	40	90	70	100	100	60	90	40	80	60	70	50	90	60	80	40	40	30	100	60	40	100	90
100	30	100	100	30	80	1000	70	60	30	60	50	40	60	100	90	80	50	40	100	50	90	90	100	80	100	100	60	60	30	80	80	80	30	50	70	50	90	70	100	40	40	30	40	60	50	30	70	30	100
40	40	90	80	100	80	70	1000	80	50	50	100	80	90	30	40	40	90	60	70	90	100	90	60	30	30	50	70	70	80	40	100	70	70	90	90	90	30	50	50	60	70	80	30	30	100	90	50	100	40
90	60	70	70	100	40	60	80	1000	50	80	90	30	100	90	100	30	40	100	50	30	30	50	80	40	80	60	90	100	40	30	100	80	40	70	50	90	70	40	60	30	90	100	80	60	100	80	40	30	30
80	40	80	100	90	100	30	50	50	1000	100	70	30	60	60	40	90	70	40	50	90	90	40	40	90	40	40	90	50	30	100	90	90	30	100	80	70	40	80	40	40	80	30	80	80	50	30	60	80	40
60	90	90	30	80	40	60	50	80	100	1000	50	60	30	60	40	30	70	80	30	60	50	50	100	40	100	80	70	50	30	60	80	80	100	70	70	80	50	40	40	70	50	90	50	50	60	80	60	60	50
70	40	70	90	50	100	50	100	90	70	50	1000	70	80	90	30	50	30	90	40	40	50	90	70	90	50	90	70	80	40	60	100	80	30	90	90	30	90	80	100	60	80	70	100	40	50	40	70	40	50
50	80	50	60	60	90	40	80	30	30	60	70	1000	100	90	50	90	90	50	60	100	80	50	80	100	40	100	60	70	30	100	100	30	60	70	40	70	50	90	100	40	100	60	90	70	30	40	70	30	30
60	40	30	40	90	30	60	90	100	60	30	80	100	1000	70	90	90	100	40	70	80	70	60	40	30	40	70	70	80	40	60	50	40	90	70	70	50	60	40	90	90	70	70	100	80	50	50	40	40	90
50	30	100	50	70	70	100	30	90	60	60	90	90	70	1000	90	100	50	70	80	100	90	60	100	100	80	100	30	100	70	50	100	30	60	30	80	100	90	30	40	40	90	30	80	30	40	30	70	70	60
30	30	40	30	30	80	90	40	100	40	40	30	50	90	90	1000	50	70	60	40	90	100	80	90	50	80	90	90	50	100	50	80	50	60	50	100	80	90	90	100	90	60	60	100	60	30	90	30	60	40
70	60	80	90	50	50	80	40	30	90	30	50	90	90	100	50	1000	50	80	30	50	60	70	40	70	80	90	100	30	90	100	100	70	100	60	80	70	30	30	30	50	80	30	70	30	50	40	90	60	90
100	50	30	90	50	50	50	90	40	70	70	30	90	100	50	70	50	1000	60	100	60	80	40	40	80	80	100	80	70	30	30	60	80	40	60	80	60	60	70	70	70	90	70	100	80	60	30	70	40	30
40	40	70	80	70	90	40	60	100	40	80	90	50	40	70	60	80	60	1000	100	100	100	30	90	100	100	100	40	40	40	60	40	50	90	60	100	40	90	90	30	50	60	100	60	50	70	80	80	90	40
40	100	50	30	80	40	100	70	50	50	30	40	60	70	80	40	30	100	100	1000	70	60	70	100	100	70	70	60	30	40	40	50	90	60	60	70	30	90	30	40	90	70	40	80	60	70	60	60	40	70
50	60	60	60	80	40	50	90	30	90	60	40	100	80	100	90	50	60	100	70	1000	80	60	80	100	70	50	50	30	80	80	30	50	90	50	50	40	50	60	100	60	60	50	60	90	80	50	100	40	30
50	30	100	30	80	40	90	100	30	90	50	50	80	70	90	100	60	80	100	60	80	1000	80	100	100	70	30	60	50	100	100	80	40	70	50	90	60	80	70	90	30	60	30	80	60	80	100	60	70	80
30	30	80	30	40	60	90	90	50	40	50	90	50	60	60	80	70	40	30	70	60	80	1000	50	70	30	80	30	50	80	30	100	30	30	60	30	30	60	80	40	30	80	90	50	60	100	90	50	80	70
40	90	70	40	80	60	100	60	80	40	100	70	80	40	100	90	40	40	90	100	80	100	50	1000	50	80	90	90	30	90	70	100	30	40	90	90	50	30	50	50	40	80	60	50	60	30	50	50	40	90
90	40	80	60	30	30	80	30	40	90	40	90	100	30	100	50	70	80	100	100	100	100	70	50	1000	40	100	50	30	70	80	90	30	30	100	40	80	70	50	100	60	80	50	90	80	70	100	90	30	70
70	70	50	40	30	90	100	30	80	40	100	50	40	40	80	80	80	80	100	70	70	70	30	80	40	1000	70	100	30	70	30	100	90	40	90	80	100	30	30	70	30	70	70	60	80	90	70	60	40	80
60	40	70	60	70	30	100	50	60	40	80	90	100	70	100	90	90	100	100	70	50	30	80	90	100	70	1000	60	80	50	50	80	30	30	50	80	80	70	70	80	100	90	90	50	30	50	30	100	50	80
60	60	90	70	50	40	60	70	90	90	70	70	60	70	30	90	100	80	40	60	50	60	30	90	50	100	60	1000	30	100	70	60	40	90	70	50	50	40	50	40	90	90	70	70	70	30	90	70	70	80
90	40	90	70	50	90	60	70	100	50	50	80	70	80	100	50	30	70	40	30	30	50	50	30	30	30	80	30	1000	80	60	90	50	30	50	90	80	100	30	90	60	30	80	50	60	80	100	30	60	60
70	70	40	50	70	70	30	80	40	30	30	40	30	40	70	100	90	30	40	40	80	100	80	90	70	70	50	100	80	1000	70	50	90	40	100	60	100	40	60	50	100	40	90	90	70	70	90	80	80	40
100	80	30	40	80	100	80	40	30	100	60	60	100	60	50	50	100	30	60	40	80	100	30	70	80	30	50	70	60	70	1000	70	30	100	30	70	60	90	90	90	90	30	100	80	50	70	80	30	90	100
