20
D	F	2	55	8300	60	L	H	-0.0052	-0.4787
C	D	16	26	6600	99	H	H	-0.0051	-0.4339
C	G	28	36	5400	36	L	L	-0.0002	-0.0023
F	C	14	29	5700	86	L	L	-0.0002	-0.0023
B	C	8	20	7100	67	H	L	-0.0004	-0.0012
H	E	38	58	5000	92	H	H	-0.0051	-0.4339
A	E	1	53	6900	37	H	H	-0.0051	-0.4339
A	H	1	56	4700	73	H	H	-0.0051	-0.4339
D	G	20	29	8400	50	H	H	-0.0051	-0.4339
G	C	2	43	5800	76	H	L	-0.0004	-0.0012
B	C	37	59	5500	94	L	L	-0.0002	-0.0023
G	D	20	36	9500	29	L	H	-0.0052	-0.4787
A	F	14	53	9900	69	H	H	-0.0051	-0.4339
E	G	36	53	7200	37	H	L	-0.0004	-0.0012
B	D	1	43	9200	46	L	H	-0.0052	-0.4787
A	H	48	55	3400	63	L	L	-0.0002	-0.0023
F	C	17	40	8100	38	L	H	-0.0052	-0.4787
E	C	2	48	5200	69	H	H	-0.0051	-0.4339
D	F	17	60	7600	42	L	H	-0.0052	-0.4787
A	F	23	36	2100	78	H	H	-0.0051	-0.4339
