20
A	B	22	55	2900	42	L	H	-0.0052	-0.4787
B	A	38	52	9000	85	H	H	-0.0051	-0.4339
D	A	24	52	5300	21	H	L	-0.0004	-0.0012
B	D	47	55	8500	62	L	H	-0.0052	-0.4787
A	B	28	52	6700	25	L	L	-0.0002	-0.0023
D	A	28	43	7100	72	H	L	-0.0004	-0.0012
A	B	28	52	5300	78	H	L	-0.0004	-0.0012
B	C	13	25	7900	62	H	L	-0.0004	-0.0012
A	C	17	42	3300	41	H	H	-0.0051	-0.4339
D	C	13	39	2300	58	H	H	-0.0051	-0.4339
A	B	4	25	8400	25	L	L	-0.0002	-0.0023
C	A	47	61	7400	55	H	L	-0.0004	-0.0012
C	A	26	32	5400	65	L	H	-0.0052	-0.4787
A	B	32	57	6400	89	L	L	-0.0002	-0.0023
A	C	10	22	5900	60	H	H	-0.0051	-0.4339
B	A	16	57	6200	21	L	L	-0.0002	-0.0023
C	A	3	13	3600	99	L	H	-0.0052	-0.4787
C	A	29	47	9500	21	H	H	-0.0051	-0.4339
D	A	47	62	8800	57	L	L	-0.0002	-0.0023
C	B	26	37	8600	54	L	H	-0.0052	-0.4787
