20
C	D	4	62	3000	48	H	H	-0.0051	-0.4339
C	A	23	43	7700	46	L	L	-0.0002	-0.0023
D	B	45	53	6200	67	L	H	-0.0052	-0.4787
A	C	15	47	2100	98	L	H	-0.0052	-0.4787
B	D	35	42	5400	85	H	L	-0.0004	-0.0012
A	C	7	31	5300	92	L	L	-0.0002	-0.0023
A	D	17	62	8400	30	H	H	-0.0051	-0.4339
B	C	2	21	6900	43	H	L	-0.0004	-0.0012
A	D	38	55	7600	81	H	L	-0.0004	-0.0012
D	A	31	47	5900	70	H	H	-0.0051	-0.4339
D	A	18	33	8200	72	L	L	-0.0002	-0.0023
A	C	2	53	3800	97	L	L	-0.0002	-0.0023
B	C	14	58	4900	32	L	H	-0.0052	-0.4787
B	D	19	36	5100	74	L	H	-0.0052	-0.4787
A	B	14	39	4100	30	H	L	-0.0004	-0.0012
C	B	7	55	7900	92	H	L	-0.0004	-0.0012
A	D	44	55	2800	27	L	H	-0.0052	-0.4787
A	B	34	43	8100	53	L	L	-0.0002	-0.0023
D	A	20	59	3400	32	L	L	-0.0002	-0.0023
B	D	24	41	5900	82	H	H	-0.0051	-0.4339
