20
B	C	33	54	6700	77	H	L	-0.0004	-0.0012
D	A	24	46	6000	93	H	H	-0.0051	-0.4339
A	D	26	35	2300	58	L	H	-0.0052	-0.4787
D	A	3	44	4500	96	L	L	-0.0002	-0.0023
B	A	1	46	7600	27	H	H	-0.0051	-0.4339
B	A	17	37	3800	69	H	L	-0.0004	-0.0012
C	B	38	51	3200	38	H	L	-0.0004	-0.0012
C	D	1	51	7600	58	H	H	-0.0051	-0.4339
C	D	14	35	6000	66	H	H	-0.0051	-0.4339
A	B	22	29	4700	28	H	H	-0.0051	-0.4339
D	A	38	60	2200	50	H	H	-0.0051	-0.4339
C	D	48	56	2800	98	L	H	-0.0052	-0.4787
B	A	43	55	5800	29	L	L	-0.0002	-0.0023
C	B	12	50	3800	93	L	L	-0.0002	-0.0023
A	D	41	60	8700	22	H	H	-0.0051	-0.4339
D	B	25	61	5400	36	L	H	-0.0052	-0.4787
D	A	4	56	4800	60	L	H	-0.0052	-0.4787
D	C	44	56	9300	63	H	L	-0.0004	-0.0012
A	B	13	50	2000	73	H	H	-0.0051	-0.4339
C	D	26	46	9900	37	L	H	-0.0052	-0.4787
