0.81	0.97	0.28	0.47	0.74	0.72	0.27	0.88	0.32	0.47	0.7	0.02	0.73	0.18	0.95	0.55	0.41	0.95	0.01	0.07
0.66	0.69	0.4	0.08	0.48	0.74	0.62	0.87	0.42	0.7	0.04	0.64	0.64	0.77	0.97	0.63	0.67	0.67	0.97	0.97
0.83	0.6	0.37	0.91	0.17	0.44	0.07	0.33	0.62	0.82	0.07	0.94	0.65	0.65	0.92	0.43	0.44	0.04	0.9	0.12
0.28	0.3	0.82	0.46	0.65	0.22	0.63	0.21	0.42	0.93	0.29	0.03	0.87	0.47	0.14	0.56	0.08	0.78	0.82	0.43
0.72	0.5	0.54	0.37	0.51	0.51	0.88	0.73	0.9	0.32	0.55	0.24	0.15	0.78	0.28	0.37	0.14	0.69	0.14	0.49
0.13	0.82	0.17	0.81	0.99	0.79	0.25	0.12	0.24	0.77	0.77	0.56	0.33	0.97	0.27	0.92	0.98	1.0	0.01	0.23
0.93	0.71	0.93	0.63	0.2	0.59	0.81	0.26	0.61	0.89	0.55	0.97	0.75	0.45	0.45	0.33	0.37	0.02	0.48	0.72
0.64	0.72	0.92	0.01	0.19	0.41	0.15	1.0	0.74	0.21	0.93	0.0	0.75	0.15	0.26	0.42	0.42	0.25	0.25	0.61
0.94	0.5	0.73	0.72	0.41	0.8	0.03	0.81	0.35	0.44	0.7	0.19	0.02	0.31	0.1	0.45	0.93	0.44	0.15	0.85
0.71	0.99	0.36	0.39	0.9	0.89	0.15	0.19	0.47	0.05	0.56	0.08	0.13	0.37	0.88	0.11	1.0	0.77	0.48	0.21
0.27	0.67	0.15	0.76	0.19	0.14	0.29	0.34	0.98	0.8	0.1	0.44	0.09	0.27	0.71	0.38	0.31	0.86	0.65	0.17
0.48	0.71	0.9	0.38	0.46	0.71	0.11	0.83	0.09	0.58	0.75	0.83	0.53	0.76	0.65	0.89	0.16	0.21	0.9	0.74
0.66	0.52	1.0	0.06	0.5	0.07	0.44	0.75	0.13	0.55	0.86	0.64	0.5	0.27	0.62	0.18	0.55	0.31	0.05	0.53
0.55	0.87	0.8	0.33	0.52	0.03	0.81	0.56	0.14	0.05	0.67	0.68	0.73	0.36	0.65	0.68	0.42	0.04	0.57	0.74
0.78	0.64	0.89	0.28	0.89	0.41	0.27	0.44	0.4	0.4	0.28	0.21	0.47	0.43	0.86	0.13	0.48	0.17	0.19	0.27
0.16	0.66	0.94	0.18	0.05	0.74	0.75	0.94	0.56	0.37	0.49	0.89	0.22	0.44	0.14	0.1	0.94	0.92	0.79	0.45
0.55	0.4	0.34	0.8	0.59	0.48	0.25	0.06	0.98	0.94	0.81	0.86	1.0	0.74	0.69	0.82	0.28	0.02	0.81	0.82
0.61	0.44	0.91	0.03	0.95	0.16	0.76	0.87	0.64	0.42	0.13	0.36	0.81	0.11	0.9	0.65	0.79	0.26	0.44	0.97
0.87	0.85	0.74	0.52	0.4	0.85	0.95	0.29	0.73	0.81	0.35	0.3	1.0	0.87	0.95	0.82	0.41	0.57	0.22	0.99
0.79	0.81	0.61	0.87	0.26	0.49	0.05	0.49	0.52	0.99	0.37	0.79	0.62	0.89	0.58	0.41	0.96	0.35	0.56	0.72
