0.38	0.42	0.83	0.14	0.93	0.54	0.49	0.1	0.96	0.88	0.47	0.4	0.32	0.64	0.44	0.87	0.95	0.84	0.79	0.78	0.38	0.73	0.19	0.88	0.48	0.96	0.84	0.88	0.36	0.93	0.33	0.67	0.18	1.0	0.94	0.28	0.71	0.03	0.79	0.31	0.74	0.14	0.24	0.57	0.68	0.18	0.15	0.18	0.78	0.57
0.84	0.54	0.03	0.01	0.63	0.91	0.98	0.86	0.8	0.75	0.73	0.3	0.01	0.45	0.38	0.95	0.76	0.44	0.1	0.43	0.5	0.79	0.31	0.12	0.17	0.13	0.0	0.09	0.57	0.79	0.47	0.01	0.86	0.8	0.87	0.56	0.23	0.02	0.38	0.63	0.08	0.75	0.64	0.48	0.49	0.41	0.22	0.97	0.9	0.26
0.13	0.11	0.94	0.87	0.95	0.66	0.06	0.69	0.67	0.64	0.76	0.22	0.01	0.94	0.38	0.85	0.83	0.46	0.21	0.45	0.34	0.07	0.47	0.86	0.08	0.09	0.3	0.91	0.38	0.12	0.18	0.02	0.85	0.02	0.24	0.75	0.33	0.18	0.48	0.62	0.82	0.86	0.97	0.03	0.9	0.67	0.7	0.52	0.7	0.08
0.02	0.84	0.22	0.03	0.26	0.83	0.62	0.86	0.95	0.5	0.9	0.93	0.97	0.84	0.23	0.58	0.36	0.96	0.29	0.46	0.63	0.82	0.78	0.37	0.06	0.3	0.89	0.84	0.86	0.97	0.04	0.55	0.35	0.65	0.45	0.55	0.99	0.98	0.62	0.42	0.42	0.77	0.77	0.33	0.95	0.9	0.26	0.33	0.66	0.13
0.64	0.33	0.5	0.13	0.7	0.9	0.2	0.72	0.83	0.55	0.7	0.44	0.45	0.78	0.44	0.51	0.26	0.72	0.96	0.41	0.49	0.12	0.68	0.02	0.15	0.04	0.09	0.09	0.87	0.67	0.17	0.27	0.7	0.56	0.35	0.36	0.07	0.73	0.89	0.03	0.11	1.0	0.37	0.88	0.32	0.88	0.83	0.35	0.88	0.12
0.61	0.29	0.45	0.65	0.36	0.99	0.38	0.97	0.72	0.46	0.09	0.95	0.36	0.73	0.06	0.35	0.71	0.48	0.95	0.24	0.15	0.62	0.48	0.64	0.92	0.01	0.68	0.13	0.33	0.73	0.77	0.33	0.69	0.83	0.04	0.54	0.2	0.48	0.47	0.25	0.42	0.4	0.28	0.13	0.98	0.24	0.69	0.54	0.51	0.33
0.09	0.48	0.88	0.09	0.87	0.51	0.59	0.07	0.31	0.48	0.52	0.36	0.43	0.14	0.88	0.3	0.16	0.99	0.68	0.81	0.42	0.77	0.38	0.89	0.73	0.36	0.02	0.82	0.17	0.21	0.07	0.02	0.36	0.87	0.8	0.1	0.21	0.74	0.01	0.18	0.38	0.35	0.42	0.01	0.35	0.72	0.37	0.69	0.67	0.12
0.96	0.24	0.25	0.58	0.01	0.81	0.86	0.1	0.09	0.73	0.29	0.2	0.69	0.82	0.45	0.82	0.39	0.06	0.44	0.54	0.74	0.03	0.57	0.33	0.88	0.0	0.81	1.0	0.55	0.96	0.65	0.42	0.24	0.87	0.16	0.89	0.25	0.72	0.92	0.34	0.46	0.88	0.29	0.32	0.97	0.03	0.48	0.89	0.25	0.11
0.62	0.83	0.59	0.49	0.64	0.83	0.8	0.17	0.76	0.14	0.9	0.38	0.78	0.49	0.5	0.47	0.45	0.2	0.81	0.59	0.41	0.37	0.61	0.06	0.8	0.93	0.31	1.0	0.03	0.67	0.19	0.32	0.55	0.58	0.52	0.58	0.61	0.79	0.8	0.04	0.65	0.57	0.77	0.36	0.56	0.63	0.91	0.79	0.91	0.49
0.34	0.79	0.78	0.07	0.38	0.23	0.4	0.0	0.17	0.83	0.85	0.19	0.3	0.78	0.82	0.08	0.17	0.38	0.58	0.87	0.83	0.69	0.95	0.4	0.44	0.06	0.17	0.54	0.17	0.02	0.56	0.53	0.35	0.8	0.07	0.94	0.89	0.47	0.62	0.69	0.27	0.93	0.06	0.37	0.92	0.25	0.27	0.06	0.71	0.72
0.32	0.79	0.05	0.75	0.77	0.27	0.38	0.23	0.65	0.66	0.2	0.83	0.22	0.63	0.33	0.14	0.99	0.28	0.69	0.63	0.1	0.61	0.57	0.11	0.79	0.23	0.04	0.47	1.0	0.89	0.59	0.48	0.63	0.08	0.34	0.92	0.16	0.8	0.05	0.18	0.51	0.52	0.2	0.96	0.14	0.5	0.53	0.3	0.94	0.35
0.1	0.08	0.61	0.52	0.23	0.04	0.79	0.34	0.02	0.05	0.9	0.37	0.8	0.57	0.99	0.63	0.31	0.12	0.56	0.85	0.12	0.06	0.27	0.44	0.88	0.33	0.79	0.21	0.84	0.43	0.86	0.5	0.83	0.82	0.13	0.83	0.44	0.42	0.24	0.32	0.15	0.32	0.96	0.13	0.56	0.06	0.18	0.7	0.37	0.28
0.05	0.38	0.08	0.47	0.17	0.48	0.67	0.84	0.57	0.2	0.37	0.19	0.1	0.95	0.89	0.42	0.11	0.91	0.9	0.93	0.77	0.8	0.77	0.62	0.4	0.69	0.88	0.47	0.09	0.97	0.12	0.09	0.67	0.12	0.3	0.04	0.53	0.98	0.34	0.42	0.64	0.47	0.65	0.66	0.14	0.22	0.07	0.48	0.76	0.08
0.58	0.15	0.38	0.01	0.46	0.88	0.62	0.54	0.06	0.32	0.25	0.64	0.61	0.71	0.43	0.26	0.7	0.57	0.25	0.83	0.55	0.35	0.02	0.53	0.28	0.29	0.01	0.56	0.04	0.04	0.64	0.25	0.96	0.37	0.03	0.56	0.46	0.69	0.89	0.3	0.43	0.19	0.6	0.68	0.23	0.91	0.27	0.23	0.19	0.5
0.79	0.68	0.93	0.09	0.02	0.98	0.18	0.85	0.99	0.52	0.48	0.2	0.05	0.59	0.7	0.62	0.98	0.91	0.22	0.36	0.09	0.55	0.42	0.36	0.07	0.81	0.89	0.48	0.48	0.52	0.07	0.22	0.92	0.91	0.33	0.4	0.98	1.0	0.21	0.23	0.81	0.18	0.63	0.82	0.13	0.02	0.87	0.23	0.73	0.49
0.72	0.75	0.62	0.52	0.64	0.18	0.35	0.44	0.76	0.11	0.18	0.02	0.18	0.89	0.61	0.94	0.53	0.85	0.18	0.25	0.56	0.25	0.01	0.16	0.91	0.15	0.23	0.57	0.04	0.12	0.94	0.77	0.26	0.42	0.42	0.66	0.86	0.4	0.23	0.01	0.73	0.03	0.53	0.72	0.37	0.6	0.9	0.7	0.82	0.02
0.43	0.41	0.64	0.56	0.53	0.88	0.48	0.83	0.26	0.85	0.28	0.17	0.8	0.87	0.9	0.14	0.05	0.72	0.97	0.88	0.19	0.61	0.39	0.87	0.42	0.14	0.77	0.48	0.7	0.72	0.79	0.98	0.69	0.34	0.63	0.03	0.45	0.09	0.83	0.59	0.79	0.5	0.97	0.36	0.51	0.66	0.77	0.07	0.63	0.75
0.17	0.72	0.41	0.85	0.53	0.16	0.93	0.69	0.79	0.59	0.6	0.29	0.44	0.6	0.86	0.0	0.1	0.89	0.57	0.66	0.38	0.9	0.52	0.61	0.77	0.44	0.27	0.89	0.62	0.44	0.88	0.29	0.05	0.59	0.43	0.34	0.68	0.73	0.33	0.88	0.69	0.13	0.1	0.38	0.86	0.51	0.39	0.68	0.78	0.55
0.09	0.93	0.22	0.11	0.57	0.74	0.02	0.14	0.8	0.65	0.53	0.23	1.0	0.06	0.16	0.13	0.88	0.59	0.61	0.61	0.13	0.61	0.41	0.76	0.59	0.07	0.18	0.35	0.2	0.03	0.44	0.5	0.07	0.78	0.05	0.89	0.37	0.48	0.47	0.53	0.73	0.83	0.65	0.37	0.22	0.73	0.38	0.29	0.28	0.89
0.47	0.42	0.33	0.54	0.85	0.79	0.25	0.74	0.29	0.59	0.74	0.63	0.05	0.72	0.82	0.88	0.74	0.7	0.16	0.78	0.72	0.77	0.07	0.07	0.89	0.25	0.79	0.12	0.59	0.63	0.64	0.03	0.36	0.48	0.22	0.32	0.86	0.07	0.72	0.05	0.56	0.01	0.16	0.72	0.15	0.35	0.5	0.83	0.0	0.9
0.59	0.43	0.33	0.32	0.57	0.41	0.88	0.89	0.02	0.45	0.27	0.67	0.52	0.33	0.09	0.75	0.5	0.46	0.13	0.86	0.18	0.45	0.12	0.06	0.61	0.04	0.13	0.71	0.71	0.52	0.78	0.27	0.7	0.3	0.91	0.45	0.74	0.7	0.01	0.24	0.45	0.24	0.97	0.22	0.06	0.05	0.5	0.01	0.36	0.62
0.08	0.65	0.67	0.08	0.21	0.79	0.28	0.44	0.9	0.02	0.93	0.23	0.37	0.21	0.97	0.3	0.5	0.89	0.72	0.93	0.76	0.36	0.87	0.73	0.67	0.55	0.85	0.57	0.77	0.37	0.19	0.19	0.8	0.33	0.86	0.63	0.46	0.45	0.71	0.9	0.4	0.09	0.18	0.39	0.94	0.47	0.32	0.75	0.55	0.57
0.84	0.72	0.38	0.96	0.94	0.93	0.81	0.52	0.73	0.83	0.72	0.28	0.9	0.89	0.92	0.38	0.09	0.88	0.21	0.12	0.69	0.07	0.97	0.83	0.12	0.84	0.7	0.72	0.18	0.33	0.7	0.59	0.7	0.73	0.47	0.72	0.22	0.52	0.79	0.16	0.05	0.38	0.55	0.78	0.16	0.86	0.22	0.78	0.23	0.62
0.38	0.66	0.82	0.07	0.97	0.48	0.53	0.18	0.46	0.0	0.56	0.44	0.73	0.09	0.1	0.91	0.39	0.45	0.24	0.38	0.16	0.64	0.64	0.36	0.19	0.05	0.06	0.7	0.55	0.01	0.88	0.22	0.32	0.68	0.1	0.85	0.28	0.68	0.68	0.29	0.21	0.51	0.91	0.59	0.68	0.64	0.45	0.54	0.91	0.31
0.14	0.19	0.9	0.35	0.1	0.61	0.81	0.55	0.95	0.78	0.62	0.96	0.11	0.86	0.58	0.87	0.98	0.97	0.47	0.7	0.42	0.19	0.8	0.58	0.45	0.95	0.96	0.51	0.01	0.78	0.21	0.25	0.69	0.49	0.02	0.1	0.53	0.05	0.36	0.01	0.01	0.91	0.82	0.9	0.87	0.89	0.44	0.7	0.58	0.26
0.58	0.55	0.5	0.03	0.95	0.12	0.73	0.94	0.98	0.26	0.65	0.81	0.11	0.21	0.12	0.04	0.57	0.34	0.24	0.0	0.93	0.54	0.43	0.73	0.11	0.34	0.09	0.66	0.34	0.28	0.62	0.8	0.81	0.55	0.86	0.84	0.81	0.09	0.32	0.5	0.5	0.77	0.16	0.65	0.79	0.33	0.25	0.39	0.9	0.35
0.61	0.75	0.25	0.91	0.37	0.13	0.91	0.75	0.8	0.75	0.48	0.28	0.6	0.27	0.42	0.09	0.88	0.56	0.39	0.53	0.29	0.8	0.64	0.53	0.87	0.85	0.56	0.31	0.34	0.02	0.7	0.8	0.53	0.72	0.87	0.05	0.39	0.89	0.18	0.17	0.38	0.2	0.54	0.06	0.11	0.11	0.78	0.42	0.44	0.56
0.04	0.47	0.85	0.34	0.8	0.72	0.83	0.45	1.0	0.92	0.04	0.67	0.18	0.0	0.56	0.56	0.02	0.7	0.33	0.35	0.36	0.92	0.07	0.76	0.16	0.71	0.39	0.78	0.51	0.95	0.42	0.06	0.47	0.63	0.92	0.7	0.01	0.01	0.41	0.87	0.83	0.16	0.45	0.37	0.75	0.89	0.38	1.0	0.41	0.21
0.58	0.83	0.87	0.64	0.64	0.91	0.43	0.18	0.45	0.98	0.59	0.32	0.46	0.75	0.2	0.54	0.76	0.22	0.28	0.63	0.48	0.82	0.35	0.05	0.56	0.87	0.97	0.24	0.63	0.23	0.9	0.37	0.29	0.82	1.0	0.72	0.77	0.59	0.56	0.15	0.02	0.22	0.29	0.55	0.64	0.58	0.16	0.27	0.28	0.33
0.5	0.64	0.82	0.7	0.98	0.16	0.94	0.41	0.61	0.17	0.18	0.71	0.35	0.65	0.62	0.93	0.04	0.27	0.73	0.12	1.0	0.1	0.49	0.73	0.28	0.3	0.94	0.07	0.65	0.78	0.74	0.03	0.23	0.91	0.65	0.51	0.03	0.25	0.46	0.46	0.2	0.38	0.45	0.01	0.67	0.84	0.94	0.57	0.05	0.14
0.42	0.55	0.52	0.07	0.73	0.05	0.74	0.38	0.46	0.43	0.26	0.39	0.69	0.1	0.44	0.62	0.05	0.56	0.39	0.15	0.97	0.0	0.32	0.39	0.44	0.95	0.71	0.28	0.55	0.97	0.23	0.63	0.7	0.29	0.28	0.58	0.53	0.17	0.32	0.86	0.72	0.51	0.89	0.78	0.04	0.5	0.2	0.74	0.5	0.58
0.97	0.52	0.57	0.63	0.87	0.07	0.97	0.42	0.74	0.49	0.1	0.44	0.19	0.38	0.85	0.53	0.68	0.42	0.91	0.11	0.87	0.39	0.98	0.55	0.8	0.35	0.84	0.33	0.74	0.25	0.72	0.47	0.1	0.5	0.69	0.13	0.26	0.78	0.45	0.18	0.37	0.6	0.14	0.11	0.48	0.26	0.95	0.2	0.24	0.58
0.69	0.34	0.63	0.22	0.71	0.4	0.11	0.25	0.67	0.88	0.78	0.52	0.63	0.71	0.27	0.71	0.03	0.75	0.91	0.1	0.81	0.27	0.5	0.81	0.29	0.74	0.62	0.19	0.6	0.07	0.39	0.91	0.58	0.03	0.18	0.44	0.8	0.77	0.75	0.77	0.28	0.64	0.79	0.9	0.9	0.06	0.49	0.66	0.15	0.6
0.03	0.28	0.97	0.93	0.3	0.54	0.77	0.93	0.21	0.22	0.96	0.97	0.55	0.26	0.44	0.98	0.81	0.24	0.45	0.74	0.14	0.46	0.08	0.57	0.49	0.82	0.26	0.31	0.23	0.63	0.23	0.74	0.89	0.55	0.54	0.0	0.55	0.56	0.28	0.71	0.97	0.86	0.78	0.47	0.8	0.95	0.34	0.27	0.71	0.01
0.25	0.61	0.62	0.05	0.98	0.23	0.31	0.4	0.41	0.14	0.05	0.96	0.1	0.5	0.2	0.24	0.53	0.42	0.89	0.27	0.11	0.83	0.43	0.73	0.07	0.31	0.14	0.26	0.08	0.49	0.02	0.62	0.07	0.13	0.76	0.41	0.87	0.88	0.32	0.48	0.08	0.16	0.05	0.89	0.1	0.75	0.86	0.33	0.24	0.67
0.63	0.85	0.95	0.48	0.69	0.64	0.77	0.4	0.1	0.33	0.88	0.95	0.49	0.29	0.29	0.02	0.16	0.82	0.08	0.73	0.88	0.7	0.18	0.2	0.16	0.94	0.95	0.69	0.47	0.52	0.73	0.89	0.66	0.54	0.46	0.91	0.87	0.14	0.89	0.77	0.35	0.79	0.12	0.88	0.59	0.37	0.95	0.83	0.37	0.46
0.21	0.54	0.03	0.19	0.3	0.2	0.7	0.78	0.05	0.77	0.18	0.34	0.78	0.61	0.99	0.79	0.33	0.01	0.46	0.29	0.26	0.81	0.07	0.82	0.08	0.15	0.64	0.67	0.63	0.98	0.33	0.64	0.16	0.47	0.94	0.19	0.97	0.09	0.54	0.04	0.17	0.89	0.49	0.47	0.14	0.94	0.62	0.07	0.01	0.78
0.71	0.66	0.68	0.34	0.04	0.16	0.03	0.76	0.79	0.4	0.9	0.31	0.09	0.94	0.47	0.52	0.33	0.5	0.72	0.41	0.19	0.53	0.59	0.79	0.9	0.84	0.22	0.84	0.63	0.71	0.96	0.01	0.61	0.04	0.14	0.22	0.77	0.48	0.73	0.27	0.46	0.51	0.19	0.82	0.95	0.75	0.19	0.74	0.05	0.38
0.71	0.54	0.14	0.23	0.54	0.38	0.02	0.18	0.44	0.76	0.36	0.68	0.72	0.87	0.51	0.91	0.24	0.16	0.87	0.19	0.58	0.97	0.18	0.91	0.02	0.24	0.7	0.51	0.29	0.99	0.19	0.27	0.87	0.95	0.85	0.57	0.43	0.21	0.19	0.71	0.54	0.08	0.5	0.43	0.46	0.14	0.24	0.52	0.4	0.84
0.16	0.91	0.99	0.64	0.69	0.77	0.29	0.08	0.45	0.25	0.39	0.17	0.75	0.43	0.29	0.04	0.13	0.87	0.27	0.33	0.41	0.37	0.07	0.92	0.66	0.07	0.58	0.65	0.28	0.37	0.03	0.49	0.91	0.45	0.08	0.44	0.57	0.74	0.61	0.56	0.11	0.61	0.99	0.96	0.06	0.66	0.35	0.08	0.81	0.74
0.78	1.0	0.73	0.86	0.83	0.08	0.69	0.94	0.83	0.09	0.99	0.94	0.65	0.9	0.55	0.76	0.19	0.53	0.89	0.29	0.27	0.95	0.06	0.59	0.09	0.77	0.78	0.45	0.73	0.42	0.91	0.66	0.46	0.45	0.92	0.74	0.04	0.98	0.65	0.14	0.62	0.19	0.77	0.87	0.07	0.17	0.45	0.63	0.78	0.42
0.79	0.99	0.74	0.36	0.67	0.36	0.17	0.25	0.04	0.04	0.87	0.61	0.48	0.94	0.8	0.6	0.85	0.16	0.99	0.86	0.27	0.38	0.17	0.64	0.25	0.11	0.62	0.18	0.08	0.6	0.73	0.85	0.42	0.92	0.85	0.19	0.81	0.02	0.55	0.67	0.72	0.92	0.49	0.07	0.37	0.46	0.28	0.99	0.55	0.07
0.44	0.55	0.28	0.81	0.99	0.5	0.5	0.03	0.67	0.84	0.34	0.7	0.91	0.02	0.61	0.41	0.72	0.65	0.29	0.85	0.91	0.48	0.09	0.63	0.33	0.05	0.37	0.58	0.48	0.85	0.55	0.35	0.67	0.37	0.54	0.17	0.16	0.74	0.9	0.47	0.84	0.83	0.26	0.61	0.78	0.15	0.34	1.0	0.43	0.67
