0.12	0.5	0.99	0.61	0.98	0.94	0.9	0.67	0.7	0.6	0.2	0.3	0.22	0.01	0.99	0.56	0.18	0.54	0.51	0.05	0.14	0.96	0.79	0.6	0.73	0.18	0.03	0.94	0.17	0.6	0.27	0.63	0.31	0.1	0.24	0.81	0.88	0.13	0.32	0.24	0.95	0.14	0.87	0.19	0.78	0.53	0.92	0.07	0.68	0.15	0.04	0.5	0.88	0.01	0.27	0.6	0.91	0.34	0.24	0.39	0.63	0.3	0.53	0.37	0.35	0.87	0.08	0.94	0.97
0.37	0.27	0.58	0.74	0.27	0.93	0.23	0.42	0.42	0.1	0.14	0.92	0.57	0.67	0.14	0.56	0.91	0.63	0.15	0.34	0.05	0.35	0.04	0.64	0.63	0.78	0.72	0.07	0.26	0.1	0.91	0.74	0.3	0.14	0.59	0.2	0.86	0.07	0.26	0.54	0.06	0.07	0.4	0.34	0.28	0.28	0.9	0.37	0.42	0.19	0.94	0.31	0.06	0.36	0.49	0.71	0.1	0.51	0.12	0.45	0.29	0.72	0.39	0.4	0.68	0.51	0.1	0.59	0.84
0.8	0.99	0.05	0.33	0.71	0.71	1.0	0.12	0.83	0.14	0.93	0.58	0.16	0.39	0.23	0.11	0.66	0.09	0.22	0.86	0.36	0.61	0.26	0.93	0.48	0.73	0.76	0.64	0.01	0.06	0.53	0.37	1.0	0.15	0.28	0.4	0.32	0.95	0.92	0.66	0.42	0.87	0.03	0.97	0.04	0.9	0.7	0.43	0.14	0.17	0.68	0.42	0.27	0.36	0.0	0.48	0.99	0.15	1.0	0.59	0.4	0.48	0.33	0.01	0.59	0.39	0.05	0.82	0.56
0.46	0.79	0.26	0.25	0.37	0.23	0.23	0.09	0.06	0.9	0.26	0.04	0.85	0.32	0.91	0.61	0.32	0.5	0.48	0.18	0.52	0.82	0.17	0.31	0.34	0.14	0.91	0.14	0.74	0.05	0.54	0.08	0.56	0.68	0.85	0.65	0.47	0.11	0.95	0.81	0.92	0.09	0.76	0.46	0.17	0.75	0.05	0.37	0.61	0.79	0.68	0.65	0.84	0.56	0.97	0.2	0.0	0.97	0.25	0.32	0.85	0.35	0.33	0.22	0.99	0.56	0.24	0.65	0.57
0.43	0.61	0.91	0.19	0.31	0.46	0.91	0.77	0.17	0.31	0.49	0.1	0.72	0.92	0.47	0.19	0.65	0.94	0.82	0.19	0.16	0.22	0.9	0.71	0.14	0.4	0.42	0.71	0.71	0.66	0.89	0.93	0.34	0.72	0.64	0.14	0.94	0.99	0.87	0.69	0.93	0.33	0.65	0.59	0.99	0.8	0.48	0.18	0.17	0.99	0.76	0.61	0.86	0.01	0.86	0.37	0.62	0.36	0.37	0.68	0.67	0.18	0.52	0.2	0.94	0.32	0.98	0.37	0.2
0.83	0.93	0.38	0.93	0.04	0.83	0.3	0.48	0.46	0.14	0.69	0.34	0.33	0.29	0.81	0.68	0.34	0.46	0.65	0.81	0.53	0.92	0.77	0.52	0.29	0.61	0.17	0.81	0.6	0.39	0.32	0.56	0.68	0.28	0.2	0.3	0.07	0.67	0.92	0.4	0.19	0.17	0.91	0.27	0.85	0.13	0.59	0.55	0.43	0.71	0.51	0.52	0.72	0.17	0.3	0.35	0.72	0.98	0.18	0.0	0.72	0.95	0.43	0.64	0.33	0.8	0.08	0.06	0.09
0.56	0.74	0.41	0.04	0.35	0.88	0.84	0.18	0.12	0.49	0.45	0.61	0.19	0.57	0.19	0.83	0.22	0.33	0.1	0.46	0.09	0.46	0.43	0.09	0.2	0.94	0.81	0.71	0.52	0.8	0.78	0.83	0.36	0.32	0.88	0.75	0.76	0.34	0.2	0.93	0.39	0.06	0.4	0.8	0.5	0.99	0.53	0.6	0.01	0.54	0.84	0.63	0.13	0.65	0.72	0.71	0.64	0.82	0.58	0.06	0.44	0.01	0.29	0.61	0.67	0.74	0.96	0.56	0.53
0.92	0.74	0.89	0.14	0.62	0.91	0.85	0.12	0.98	0.79	0.98	0.52	0.76	0.89	0.23	0.48	0.46	0.36	0.53	0.47	0.19	0.57	0.32	0.13	0.03	0.21	0.77	0.35	0.79	0.58	0.12	0.71	0.97	0.13	0.09	0.18	0.24	0.46	0.18	0.52	0.98	0.19	0.32	0.08	0.17	0.01	0.38	0.22	0.08	0.38	0.83	0.51	0.78	0.22	0.02	0.88	0.78	0.65	0.31	0.48	0.11	0.32	0.99	0.77	0.53	0.35	0.13	0.78	0.46
0.9	0.58	0.55	0.8	0.91	0.79	0.07	0.21	0.74	0.2	0.48	0.88	0.63	0.33	0.74	0.21	0.1	0.82	0.1	0.19	0.75	0.35	0.67	0.23	0.87	0.46	0.86	0.42	0.84	0.24	0.11	0.26	0.72	0.62	0.86	0.08	0.97	0.48	0.18	0.73	0.55	0.49	0.15	0.83	0.16	0.24	0.7	0.49	0.72	0.29	0.12	0.32	0.11	0.54	0.5	0.19	0.01	0.78	0.34	0.94	0.36	0.82	0.0	0.29	0.53	0.04	0.1	0.01	0.38
0.44	0.74	0.21	0.17	0.3	0.97	0.61	0.67	0.1	0.72	0.96	0.19	0.47	0.14	0.72	0.96	0.16	0.04	0.38	0.27	0.23	0.29	0.45	0.88	0.43	0.88	0.46	0.18	0.3	0.34	0.65	0.48	0.44	0.3	0.55	0.71	0.9	0.29	0.25	0.74	0.53	0.35	0.87	0.98	0.87	0.45	0.49	0.57	0.55	0.87	0.73	0.59	0.23	0.58	0.36	0.2	0.44	0.87	0.97	0.11	0.88	0.0	0.46	0.35	0.79	0.84	0.54	0.97	0.36
