20
1000	80	50	70	170	70	70	30	30	90	90	80	80	120	130	90	200	90	80	90
80	1000	150	120	30	140	160	80	70	110	50	130	120	30	130	50	120	140	120	180
50	150	1000	130	80	180	180	80	40	110	30	140	150	30	200	160	140	150	30	170
70	120	130	1000	40	80	90	60	100	170	140	190	140	190	110	170	60	140	120	40
170	30	80	40	1000	160	50	90	130	190	140	70	130	110	200	50	120	130	120	80
70	140	180	80	160	1000	50	70	120	180	80	40	50	200	150	40	100	140	110	170
70	160	180	90	50	50	1000	160	70	40	40	180	130	90	70	70	160	60	80	160
30	80	80	60	90	70	160	1000	140	70	40	160	120	70	170	80	190	170	180	130
30	70	40	100	130	120	70	140	1000	180	110	120	180	150	70	60	150	200	80	180
90	110	110	170	190	180	40	70	180	1000	130	80	50	180	110	190	200	190	140	50
90	50	30	140	140	80	40	40	110	130	1000	140	40	120	140	200	110	180	110	120
80	130	140	190	70	40	180	160	120	80	140	1000	130	80	30	180	200	110	130	110
80	120	150	140	130	50	130	120	180	50	40	130	1000	170	120	190	140	140	110	140
120	30	30	190	110	200	90	70	150	180	120	80	170	1000	160	140	80	170	140	130
130	130	200	110	200	150	70	170	70	110	140	30	120	160	1000	190	70	190	80	90
90	50	160	170	50	40	70	80	60	190	200	180	190	140	190	1000	140	180	120	50
200	120	140	60	120	100	160	190	150	200	110	200	140	80	70	140	1000	160	80	190
90	140	150	140	130	140	60	170	200	190	180	110	140	170	190	180	160	1000	160	120
80	120	30	120	120	110	80	180	80	140	110	130	110	140	80	120	80	160	1000	200
90	180	170	40	80	170	160	130	180	50	120	110	140	130	90	50	190	120	200	1000
