0.3	0.21	0.29	0.04	0.44	0.69	0.01	0.17	0.1	0.42	0.87	0.27	0.4	0.35	0.16	0.09	0.21	0.04	0.39	0.76	0.28	0.99	0.5	0.76	0.57	0.57	0.78	0.78	0.21	0.16	0.18	0.23	0.08	0.23	0.4	0.63	0.03	0.61	0.71	0.89
0.66	0.57	0.3	0.38	0.61	0.8	0.35	0.67	0.36	0.62	0.04	0.1	0.66	0.86	0.31	0.74	0.77	0.07	0.67	0.44	0.2	0.2	0.82	0.68	0.41	0.47	0.16	0.99	0.52	0.07	0.41	0.88	0.32	0.73	0.08	0.77	0.61	0.46	0.19	0.49
0.8	0.05	0.25	0.29	0.29	0.67	0.93	0.59	0.66	0.49	0.47	0.72	0.68	0.37	0.48	0.07	0.31	0.75	0.98	0.46	0.44	0.14	0.69	0.89	0.06	0.65	0.21	0.14	0.67	0.29	0.08	0.73	0.87	0.58	0.77	0.69	0.54	0.46	0.56	0.28
0.01	0.64	0.9	0.35	0.44	0.7	0.03	0.25	0.77	0.65	0.05	0.38	0.6	0.12	0.94	0.17	0.61	0.07	0.25	0.15	0.76	0.98	0.89	0.22	0.64	0.91	0.66	0.06	0.45	0.33	0.65	0.06	0.66	0.05	0.06	0.23	0.86	0.77	0.26	0.01
0.26	0.93	0.56	0.08	0.73	0.63	0.85	0.98	0.85	0.68	0.88	0.62	0.21	0.51	0.3	0.25	0.19	0.07	0.29	0.88	0.51	0.53	0.11	0.96	0.12	0.97	0.19	0.05	0.94	0.03	0.27	0.66	0.57	0.73	0.32	0.75	0.06	0.03	0.23	0.83
0.11	0.74	0.94	0.97	0.09	0.26	0.06	0.76	0.42	0.26	0.9	0.59	0.98	0.68	0.11	0.13	0.12	0.36	0.79	0.92	0.05	0.41	0.94	0.8	0.28	0.9	0.14	0.34	0.2	0.42	0.53	0.07	0.18	0.62	0.84	0.09	0.96	0.5	0.77	0.06
0.36	0.46	0.56	0.96	0.51	0.91	0.97	0.89	0.35	0.87	0.31	0.72	0.7	0.6	0.9	0.79	0.81	0.42	0.89	0.73	0.32	0.42	0.24	0.85	0.37	0.38	0.39	0.56	0.28	0.82	0.67	0.79	0.07	0.38	0.21	0.19	0.34	0.85	0.38	0.06
0.85	0.79	0.55	0.05	0.15	0.36	0.42	0.3	0.77	0.97	0.43	0.17	0.45	0.14	0.46	0.41	0.98	0.35	0.12	0.93	0.7	0.7	0.33	0.2	0.71	0.29	0.62	0.09	0.44	0.64	0.55	0.64	0.23	0.45	0.07	0.08	0.21	0.65	0.8	0.6
0.36	0.01	0.69	0.85	0.01	0.62	0.34	0.41	0.73	0.43	0.55	0.69	0.66	0.48	0.54	0.64	0.01	0.02	0.47	0.71	0.95	0.53	0.67	0.92	0.1	0.13	0.48	0.57	0.3	0.39	0.87	0.53	0.57	0.93	0.6	0.46	0.18	0.19	0.51	0.05
0.51	0.88	0.39	0.84	0.75	0.81	0.34	0.61	0.65	0.1	0.17	0.67	0.72	0.04	0.49	0.48	0.42	0.76	0.97	0.03	0.93	0.74	0.38	0.24	0.59	0.53	0.95	0.97	0.78	0.88	0.69	0.79	0.53	0.7	0.44	0.92	0.92	1.0	0.26	0.22
0.62	0.37	0.4	0.77	0.68	0.85	0.81	0.49	0.1	0.42	0.79	0.37	0.84	0.4	0.82	0.76	0.67	0.01	0.93	0.37	0.09	0.01	0.86	0.42	0.59	0.98	0.94	0.63	0.73	0.64	0.42	0.12	0.21	0.3	0.21	0.93	0.21	0.24	0.7	0.97
0.64	0.29	0.82	0.16	0.65	0.49	0.75	0.49	0.62	0.0	0.84	0.72	0.2	0.95	0.99	0.63	0.84	0.99	0.3	0.18	0.32	0.97	0.3	0.45	0.85	0.18	0.45	0.26	0.42	0.96	0.44	0.06	0.89	0.86	0.34	0.05	0.49	0.64	0.44	0.07
0.09	0.75	0.53	0.65	0.3	0.44	0.34	0.65	0.46	0.11	0.68	0.97	0.41	0.03	0.54	0.64	0.35	0.9	0.95	0.47	0.5	0.43	0.68	0.06	0.31	0.8	0.19	0.54	0.22	0.11	0.4	0.55	0.26	0.34	0.45	0.73	0.15	0.59	0.6	0.97
0.61	0.41	0.48	0.61	0.53	0.67	0.29	0.25	0.98	0.94	0.74	0.98	0.99	0.27	0.35	0.92	0.72	0.15	0.79	0.19	0.21	0.61	0.21	0.38	0.16	0.69	0.62	0.91	0.1	0.99	0.31	0.03	0.35	0.95	0.29	0.49	0.28	0.68	0.37	0.92
0.11	0.63	0.99	0.37	0.54	0.77	0.15	0.48	0.85	0.88	0.53	0.8	0.53	0.68	0.81	0.08	0.09	0.04	0.9	0.22	0.51	0.36	0.39	0.35	0.87	0.11	0.74	0.5	0.59	0.47	0.77	0.54	0.41	0.41	0.43	0.55	0.24	0.98	0.86	0.34
0.53	0.65	0.49	0.17	0.64	0.67	0.59	0.52	0.47	0.98	0.1	0.89	0.0	0.76	0.46	0.53	0.05	0.96	0.18	0.83	1.0	0.89	0.64	0.15	0.59	0.68	0.93	0.69	0.16	0.04	0.81	0.35	0.34	0.35	0.92	0.84	0.79	0.49	0.98	0.58
