20
A	D	16	27	2700	55	L	L	-0.0002	-0.0023
A	B	15	35	4200	81	L	L	-0.0002	-0.0023
D	A	29	62	8000	94	L	H	-0.0052	-0.4787
D	C	21	41	4000	74	H	L	-0.0004	-0.0012
A	D	40	60	2900	34	L	L	-0.0002	-0.0023
D	C	35	49	3900	24	L	L	-0.0002	-0.0023
A	C	20	33	5800	53	L	H	-0.0052	-0.4787
A	D	44	62	6500	86	H	L	-0.0004	-0.0012
C	A	46	57	8300	62	L	H	-0.0052	-0.4787
D	C	18	55	7500	66	L	L	-0.0002	-0.0023
A	D	22	49	9800	82	H	H	-0.0051	-0.4339
A	B	28	39	9700	88	L	L	-0.0002	-0.0023
D	A	17	27	6900	29	L	H	-0.0052	-0.4787
C	A	13	48	8500	92	L	L	-0.0002	-0.0023
C	A	48	58	4300	48	L	L	-0.0002	-0.0023
A	C	19	36	9300	66	H	H	-0.0051	-0.4339
A	D	27	49	7800	65	H	H	-0.0051	-0.4339
A	D	33	45	8100	35	L	H	-0.0052	-0.4787
D	B	30	55	9300	62	L	H	-0.0052	-0.4787
D	C	28	62	9800	53	L	H	-0.0052	-0.4787
