40
A	D	10	62	590	25	L	H	-0.0052	-0.4787
A	H	6	30	570	56	H	L	-0.0004	-0.0012
D	A	28	48	570	40	L	H	-0.0052	-0.4787
G	H	30	55	790	24	H	H	-0.0051	-0.4339
H	C	40	48	340	76	L	L	-0.0002	-0.0023
F	G	22	35	690	71	L	L	-0.0002	-0.0023
E	B	10	62	890	78	H	L	-0.0004	-0.0012
C	B	27	33	710	60	H	L	-0.0004	-0.0012
C	D	40	62	780	35	H	L	-0.0004	-0.0012
A	B	13	61	710	51	L	H	-0.0052	-0.4787
A	H	36	51	320	63	H	L	-0.0004	-0.0012
F	B	1	9	450	83	H	H	-0.0051	-0.4339
H	E	14	22	480	62	L	L	-0.0002	-0.0023
D	C	30	36	240	35	L	L	-0.0002	-0.0023
B	F	20	33	510	28	L	H	-0.0052	-0.4787
F	G	22	44	720	41	L	L	-0.0002	-0.0023
E	A	26	37	500	82	L	L	-0.0002	-0.0023
E	D	15	24	910	47	H	L	-0.0004	-0.0012
B	C	32	39	530	20	H	L	-0.0004	-0.0012
B	F	6	27	600	67	H	H	-0.0051	-0.4339
H	A	45	62	200	95	L	L	-0.0002	-0.0023
G	C	21	44	470	94	H	L	-0.0004	-0.0012
C	F	1	44	940	45	H	H	-0.0051	-0.4339
A	E	20	31	490	50	H	H	-0.0051	-0.4339
D	C	47	55	460	41	H	H	-0.0051	-0.4339
H	B	29	55	590	52	H	H	-0.0051	-0.4339
C	E	30	61	890	32	L	H	-0.0052	-0.4787
F	E	31	53	210	58	H	H	-0.0051	-0.4339
C	E	11	58	590	68	H	L	-0.0004	-0.0012
H	G	39	55	370	44	H	L	-0.0004	-0.0012
D	F	7	52	220	83	H	H	-0.0051	-0.4339
A	B	18	34	550	71	L	L	-0.0002	-0.0023
E	A	41	58	590	34	L	H	-0.0052	-0.4787
A	E	15	38	680	76	L	L	-0.0002	-0.0023
B	D	26	47	390	71	L	H	-0.0052	-0.4787
H	E	4	59	700	98	L	H	-0.0052	-0.4787
D	E	43	53	620	84	L	H	-0.0052	-0.4787
F	D	40	51	690	49	L	H	-0.0052	-0.4787
A	C	15	47	820	81	L	H	-0.0052	-0.4787
C	G	30	51	820	76	L	H	-0.0052	-0.4787
