20
1	4	16	18	3	9	17	18	11	8	4	19	18	13	5	10	14	4	16	7
4	1	14	15	16	12	11	17	8	12	14	7	17	10	17	15	4	3	10	7
16	14	1	9	12	20	14	10	13	20	17	16	18	5	13	19	8	10	16	10
18	15	9	1	4	4	18	12	5	20	5	7	15	14	7	6	6	17	8	9
3	16	12	4	1	14	16	16	17	10	11	7	19	8	6	11	17	12	8	8
9	12	20	4	14	1	8	18	14	13	16	10	3	20	4	13	13	10	5	11
17	11	14	18	16	8	1	17	15	8	15	18	10	19	11	19	18	18	5	8
18	17	10	12	16	18	17	1	18	17	15	7	16	20	14	20	15	18	8	20
11	8	13	5	17	14	15	18	1	17	6	16	4	3	17	20	5	4	14	5
8	12	20	20	10	13	8	17	17	1	7	6	17	18	7	17	16	19	17	13
4	14	17	5	11	16	15	15	6	7	1	11	17	16	13	19	19	7	10	13
19	7	16	7	7	10	18	7	16	6	11	1	4	9	18	3	6	12	16	10
18	17	18	15	19	3	10	16	4	17	17	4	1	12	5	4	20	6	12	8
13	10	5	14	8	20	19	20	3	18	16	9	12	1	18	7	14	15	9	14
5	17	13	7	6	4	11	14	17	7	13	18	5	18	1	8	5	9	16	9
10	15	19	6	11	13	19	20	20	17	19	3	4	7	8	1	6	12	17	19
14	4	8	6	17	13	18	15	5	16	19	6	20	14	5	6	1	16	17	20
4	3	10	17	12	10	18	18	4	19	7	12	6	15	9	12	16	1	9	11
16	10	16	8	8	5	5	8	14	17	10	16	12	9	16	17	17	9	1	14
7	7	10	9	8	11	8	20	5	13	13	10	8	14	9	19	20	11	14	1
