30
A	D	11	57	980	980	L	L	-0.002	-0.0023
B	D	9	59	310	310	L	L	-0.002	-0.0023
C	B	6	30	390	390	L	L	-0.002	-0.0023
D	A	2	30	960	960	L	L	-0.002	-0.0023
D	A	8	47	520	520	L	L	-0.002	-0.0023
D	A	2	27	830	830	L	L	-0.002	-0.0023
B	A	19	33	720	720	H	H	-0.0051	-0.4339
B	D	12	34	270	270	L	L	-0.002	-0.0023
C	A	15	35	860	860	H	L	-0.0004	-0.0012
D	C	11	55	550	550	L	L	-0.002	-0.0023
D	B	5	32	680	680	L	L	-0.002	-0.0023
B	C	16	46	430	430	L	H	-0.0052	-0.4787
D	B	17	60	840	840	L	L	-0.002	-0.0023
A	B	19	27	590	590	H	L	-0.0004	-0.0012
C	B	9	43	630	630	L	H	-0.0052	-0.4787
A	B	18	41	610	610	L	L	-0.002	-0.0023
D	B	17	47	640	640	L	L	-0.002	-0.0023
C	D	14	47	420	420	L	L	-0.002	-0.0023
C	B	17	34	870	870	H	H	-0.0051	-0.4339
B	D	16	43	300	300	L	L	-0.002	-0.0023
B	C	19	58	730	730	L	L	-0.002	-0.0023
C	D	1	37	400	400	L	L	-0.002	-0.0023
D	C	6	39	430	430	L	H	-0.0052	-0.4787
D	A	6	28	370	370	L	H	-0.0052	-0.4787
C	A	16	37	900	900	L	H	-0.0052	-0.4787
D	B	12	49	980	980	L	H	-0.0052	-0.4787
B	A	12	25	640	640	H	L	-0.0004	-0.0012
C	B	4	60	670	670	L	H	-0.0052	-0.4787
C	A	10	59	850	850	L	L	-0.002	-0.0023
C	B	5	51	720	720	L	L	-0.002	-0.0023
