0.56	0.24	0.47	0.04	0.49	0.84	0.72	0.29	0.49	0.99	0.52	0.86	0.88	0.9	0.02	0.13	0.28	0.71	0.61	0.73
0.03	0.35	0.68	0.81	0.13	0.0	0.55	0.69	0.11	0.69	0.19	0.43	0.81	0.59	0.69	0.95	0.65	0.86	0.84	0.48
0.68	0.72	0.9	0.47	0.76	0.3	0.0	0.78	0.58	0.65	0.47	0.31	0.17	0.7	0.89	0.97	0.54	0.43	0.54	0.05
0.73	0.27	0.09	0.06	0.94	0.33	0.43	0.07	0.41	0.49	0.12	0.12	0.61	0.82	0.11	0.89	0.99	0.71	0.44	0.18
0.19	0.8	0.07	0.21	0.56	0.66	0.75	0.28	0.57	0.12	0.4	0.62	0.01	0.09	0.69	0.49	0.35	0.66	0.91	0.14
0.29	0.57	0.68	0.29	0.94	0.55	0.22	0.06	0.24	0.83	0.28	0.98	0.81	0.86	0.45	0.39	0.13	0.02	0.34	0.57
0.04	0.86	0.51	0.45	0.39	0.46	0.96	0.11	0.53	0.54	0.38	0.85	0.94	0.43	0.79	0.75	0.08	0.91	0.49	0.21
0.7	0.38	0.84	0.29	0.93	0.71	0.8	0.38	0.72	0.36	0.3	0.63	0.96	0.36	0.04	0.99	0.21	0.18	0.06	0.04
0.19	0.2	0.49	0.94	0.66	0.35	0.43	0.3	0.93	0.92	0.32	0.46	0.19	0.65	0.07	0.87	0.87	0.47	0.55	0.11
0.82	0.75	0.67	0.03	0.9	0.34	0.75	0.32	0.06	0.02	0.46	0.85	0.16	0.79	0.32	0.45	0.24	0.99	0.03	0.71
0.57	0.66	0.62	0.91	0.71	0.68	0.18	0.36	0.07	0.99	0.47	0.78	0.18	0.21	0.04	0.61	0.73	0.27	0.46	0.45
0.68	0.17	0.03	0.84	0.84	0.57	0.94	0.72	0.24	0.8	0.09	0.47	0.68	0.64	0.5	0.78	0.05	0.83	0.45	0.64
0.88	0.95	0.19	0.7	0.64	0.19	0.23	0.93	0.79	0.09	0.99	0.16	0.08	0.73	0.62	0.44	0.36	0.42	0.77	0.52
0.13	0.01	0.76	0.69	0.89	1.0	0.55	0.14	0.48	0.78	0.26	0.4	0.13	0.54	0.47	0.7	0.8	0.97	0.67	0.28
0.49	0.25	0.7	0.8	0.88	0.89	0.07	0.77	0.38	0.77	0.0	0.29	0.94	0.13	0.03	0.14	0.69	0.78	0.02	0.05
0.43	0.11	0.81	0.56	0.32	0.31	0.14	0.5	0.32	0.03	0.54	0.74	0.03	0.12	0.97	0.83	0.44	0.26	0.95	0.02
0.53	0.13	0.2	0.36	0.16	0.62	0.16	0.98	0.27	0.61	0.63	0.14	0.76	0.43	0.43	0.33	0.45	0.23	0.6	0.17
0.05	0.67	0.16	0.47	0.49	0.0	0.13	0.85	0.69	0.21	0.0	0.91	0.24	0.71	0.35	0.46	0.2	0.82	0.3	0.52
0.76	0.79	0.37	0.81	0.81	0.66	0.91	0.06	0.49	0.35	0.14	0.24	0.38	0.09	0.4	0.75	0.28	0.92	0.8	0.76
0.48	0.47	0.53	0.09	0.2	0.69	0.1	0.61	0.62	0.81	0.02	0.68	0.61	0.51	0.5	0.55	0.69	0.45	0.79	0.58
