20
C	A	21	42	7900	72	H	H	-0.0051	-0.4339
A	C	7	46	9500	90	L	H	-0.0052	-0.4787
B	D	28	46	8500	96	L	L	-0.0002	-0.0023
B	D	17	53	6700	87	L	L	-0.0002	-0.0023
C	D	48	57	8500	41	H	L	-0.0004	-0.0012
D	B	27	52	2100	33	L	H	-0.0052	-0.4787
A	B	37	55	4200	64	H	L	-0.0004	-0.0012
A	D	6	21	5900	29	L	L	-0.0002	-0.0023
C	B	11	27	6200	49	H	L	-0.0004	-0.0012
C	A	47	60	8100	92	H	L	-0.0004	-0.0012
C	B	37	49	4600	34	H	H	-0.0051	-0.4339
D	C	43	49	2700	27	L	L	-0.0002	-0.0023
B	C	11	31	6600	37	L	H	-0.0052	-0.4787
B	D	23	37	4400	99	H	L	-0.0004	-0.0012
D	A	20	49	8100	25	H	L	-0.0004	-0.0012
C	B	17	49	7200	72	H	H	-0.0051	-0.4339
B	A	47	61	6100	68	L	L	-0.0002	-0.0023
C	B	6	58	7400	48	H	L	-0.0004	-0.0012
C	B	37	51	6200	23	H	L	-0.0004	-0.0012
A	C	12	38	8600	28	L	H	-0.0052	-0.4787
