1A0,1B2
1A0,1C1
1A0,1D1
1A1,1B3
1A1,1C2
1A1,1D2
1A2,1B4
1A2,1C3
1A2,1D3
1A3,1B5
1A3,1C4
1A3,1D4
1A4,1B6
1A4,1C5
1A4,1D5
1A5,1B7
1A5,1C6
1A5,1D6
1A6,1B8
1A6,1C7
1A6,1D7
1A7,1B9
1A7,1C8
1A7,1D8
1A8,1B10
1A8,1C9
1A8,1D9
1A9,1B11
1A9,1C10
1A9,1D10
1A10,1B12
1A10,1C11
1A10,1D11
1A11,1B13
1A11,1C12
1A11,1D12
1A12,1B14
1A12,1C13
1A12,1D13
1A13,1B15
1A13,1C14
1A13,1D14
1A14,1B16
1A14,1C15
1A14,1D15
1A15,1B17
1A15,1C16
1A15,1D16
1A16,1B18
1A16,1C17
1A16,1D17
1A17,1B19
1A17,1C18
1A17,1D18
1A18,1B20
1A18,1C19
1A18,1D19
1A19,1B21
1A19,1C20
1A19,1D20
1A20,1B22
1A20,1C21
1A20,1D21
1A21,1B23
1A21,1C22
1A21,1D22
1A22,1B24
1A22,1C23
1A22,1D23
1A23,1B25
1A23,1C24
1A23,1D24
1A24,1B26
1A24,1C25
1A24,1D25
1A25,1B27
1A25,1C26
1A25,1D26
1A26,1B28
1A26,1C27
1A26,1D27
1A27,1B29
1A27,1C28
1A27,1D28
1A28,1B30
1A28,1C29
1A28,1D29
1A29,1B31
1A29,1C30
1A29,1D30
1A30,1B32
1A30,1C31
1A30,1D31
1A31,1B33
1A31,1C32
1A31,1D32
1A32,1B34
1A32,1C33
1A32,1D33
1A33,1B35
1A33,1C34
1A33,1D34
1A34,1B36
1A34,1C35
1A34,1D35
1A35,1B37
1A35,1C36
1A35,1D36
1A36,1B38
1A36,1C37
1A36,1D37
1A37,1B39
1A37,1C38
1A37,1D38
1A38,1B40
1A38,1C39
1A38,1D39
1A39,1B41
1A39,1C40
1A39,1D40
1A40,1B42
1A40,1C41
1A40,1D41
1A41,1B43
1A41,1C42
1A41,1D42
1A42,1B44
1A42,1C43
1A42,1D43
1A43,1B45
1A43,1C44
1A43,1D44
1A44,1B46
1A44,1C45
1A44,1D45
1A45,1B47
1A45,1C46
1A45,1D46
1A46,1B48
1A46,1C47
1A46,1D47
1A47,1B49
1A47,1C48
1A47,1D48
1A48,1B50
1A48,1C49
1A48,1D49
1A49,1B51
1A49,1C50
1A49,1D50
1A50,1B52
1A50,1C51
1A50,1D51
1A51,1B53
1A51,1C52
1A51,1D52
1A52,1B54
1A52,1C53
1A52,1D53
1A53,1B55
1A53,1C54
1A53,1D54
1A54,1B56
1A54,1C55
1A54,1D55
1A55,1B57
1A55,1C56
1A55,1D56
1A56,1B58
1A56,1C57
1A56,1D57
1A57,1B59
1A57,1C58
1A57,1D58
1A58,1B60
1A58,1C59
1A58,1D59
1A59,1B61
1A59,1C60
1A59,1D60
1A60,1B62
1A60,1C61
1A60,1D61
1A61,1C62
1A61,1D62
1B0,1A2
1B0,1C1
1B0,1D2
1B1,1A3
1B1,1C2
1B1,1D3
1B2,1A4
1B2,1C3
1B2,1D4
1B3,1A5
1B3,1C4
1B3,1D5
1B4,1A6
1B4,1C5
1B4,1D6
1B5,1A7
1B5,1C6
1B5,1D7
1B6,1A8
1B6,1C7
1B6,1D8
1B7,1A9
1B7,1C8
1B7,1D9
1B8,1A10
1B8,1C9
1B8,1D10
1B9,1A11
1B9,1C10
1B9,1D11
1B10,1A12
1B10,1C11
1B10,1D12
1B11,1A13
1B11,1C12
1B11,1D13
1B12,1A14
1B12,1C13
1B12,1D14
1B13,1A15
1B13,1C14
1B13,1D15
1B14,1A16
1B14,1C15
1B14,1D16
