0.5	0.49	0.31	0.68	0.09	0.32	0.89	0.23	0.97	0.98	0.58	0.04	0.09	0.2	0.33	0.11	0.8	0.36	0.23	0.04	0.38	0.0	0.12	0.6	0.93	0.2	0.74	0.2	0.0	0.9	0.85	0.07	0.18	0.23	0.93	0.38	0.81	0.44	0.38	0.77	0.62	0.27	0.58	0.7	0.83	0.68	0.64	0.6	0.09	0.95
0.71	0.27	0.69	0.62	0.66	0.38	0.57	0.66	0.2	0.51	0.12	0.11	0.91	0.12	0.89	0.47	0.45	0.34	0.42	0.38	0.56	0.34	0.82	0.23	0.25	0.48	0.94	0.02	0.72	0.01	0.4	0.76	0.45	0.43	0.25	0.48	0.23	0.28	0.65	0.6	0.93	0.97	0.52	0.09	0.3	0.52	0.67	0.95	0.16	0.04
0.87	0.81	0.77	0.47	0.68	0.41	0.19	0.39	0.79	0.8	0.96	0.89	0.68	0.52	0.72	0.18	0.92	0.71	0.59	0.43	0.63	0.62	0.9	0.57	0.21	0.44	0.24	0.9	0.84	0.56	0.2	0.04	0.13	0.44	0.67	0.22	0.68	0.86	0.76	0.43	0.65	0.99	0.89	0.34	0.69	0.16	0.56	0.36	0.44	0.44
0.66	0.85	0.47	0.15	0.75	0.75	0.95	0.39	0.46	0.54	0.89	0.7	0.02	0.21	0.85	0.59	0.87	0.41	0.21	0.0	1.0	0.14	0.64	0.49	0.38	0.54	0.08	0.97	0.49	0.02	0.42	0.76	0.31	0.75	0.77	0.24	0.97	0.03	0.86	0.51	0.15	0.26	0.59	0.28	0.84	0.22	0.38	0.51	0.34	0.82
0.26	0.09	0.15	0.63	0.56	0.06	0.99	0.48	0.32	0.73	0.02	0.43	0.66	0.96	0.76	0.89	0.12	0.43	0.03	0.27	0.38	0.34	0.37	0.8	0.19	0.82	0.54	0.34	0.55	0.16	0.5	0.02	0.86	0.33	0.34	1.0	0.61	0.42	0.79	0.07	0.57	0.52	0.86	0.59	0.49	0.52	0.78	0.35	0.56	0.71
1.0	0.69	0.96	0.4	0.61	0.75	0.35	0.27	0.97	0.35	1.0	0.85	0.22	0.83	0.98	0.28	0.66	0.77	0.08	0.82	0.31	0.71	0.95	0.04	0.61	0.29	0.11	0.71	0.98	0.51	0.35	0.45	0.41	0.53	0.41	0.08	0.98	1.0	0.17	0.24	0.44	0.7	0.03	0.84	0.64	0.27	0.87	0.66	0.32	0.55
0.98	0.05	0.71	0.85	0.69	0.14	0.6	0.79	0.42	0.58	0.25	0.31	0.81	0.49	0.45	0.12	0.37	0.52	0.23	0.81	0.38	0.24	0.31	0.82	0.9	0.96	0.02	0.75	0.53	0.12	0.25	0.28	0.4	0.47	0.94	0.06	0.71	0.85	0.36	0.25	0.22	0.3	0.15	0.55	0.25	0.03	0.23	0.82	0.42	0.88
0.94	0.24	0.56	0.88	0.58	0.17	0.25	0.99	0.3	0.87	0.8	0.74	0.72	0.79	0.85	0.06	0.17	0.51	0.21	0.53	0.49	0.13	0.09	0.01	0.83	0.08	0.96	0.98	0.75	0.45	0.28	0.41	0.35	0.4	0.73	0.89	0.16	0.24	0.21	0.05	0.85	0.51	0.07	0.45	0.45	0.78	0.76	0.13	0.63	0.51
0.01	0.15	0.67	0.37	0.96	0.5	0.69	0.13	0.48	0.73	0.83	0.2	0.4	0.47	0.44	0.48	0.3	0.81	0.91	0.35	0.64	0.38	0.58	0.7	0.5	0.67	0.76	0.84	0.19	0.22	0.51	0.51	0.81	0.52	0.9	0.78	0.51	0.83	0.48	0.34	0.43	0.46	0.65	0.05	0.73	0.97	0.46	0.07	0.2	0.1
0.26	0.79	0.0	0.87	0.94	0.19	0.17	0.97	0.36	0.81	0.01	0.99	0.02	0.61	0.93	0.83	0.31	0.82	0.39	0.5	0.36	0.35	0.58	0.78	0.7	0.77	0.01	0.53	0.35	0.21	0.92	0.2	0.18	0.18	0.66	0.61	0.51	0.59	0.94	0.86	0.91	0.05	0.9	0.03	0.65	0.93	0.5	0.42	0.33	0.92
0.93	0.62	0.71	0.34	0.14	0.98	0.66	0.27	0.98	0.61	0.33	0.9	0.08	0.8	0.16	0.11	0.26	0.71	0.61	0.42	0.16	0.92	0.77	0.69	0.81	0.77	0.11	0.77	0.84	0.75	0.48	0.69	0.1	0.76	0.26	0.79	0.64	0.51	0.54	0.07	0.04	0.01	0.78	0.14	0.12	0.39	0.98	0.89	0.31	0.82
0.09	0.39	0.58	0.99	0.05	0.41	0.92	0.03	0.6	0.4	0.56	0.7	0.41	0.89	0.96	0.99	0.05	0.84	0.88	0.15	0.94	0.13	0.21	0.96	0.83	0.58	0.29	0.25	0.4	0.01	0.64	0.05	0.77	0.07	0.01	0.28	0.77	0.83	0.51	0.94	0.11	0.33	0.74	0.32	0.15	0.58	0.06	0.37	0.25	0.33
0.49	0.54	0.08	0.32	0.38	0.4	0.48	0.43	0.07	0.22	0.64	0.83	0.51	0.15	0.07	0.16	0.38	0.57	0.66	0.52	0.57	0.35	0.67	0.73	0.4	0.81	0.74	0.9	0.47	0.35	0.78	0.04	0.38	0.98	0.34	0.51	0.25	0.08	0.11	0.44	0.62	0.55	0.52	0.11	0.04	0.36	0.94	0.18	0.27	0.48
0.91	0.95	0.0	0.65	0.24	0.65	0.74	0.89	0.68	0.85	0.78	0.16	0.04	0.74	0.53	1.0	0.16	0.39	0.29	0.88	0.48	0.91	0.71	1.0	0.6	0.98	0.17	0.44	0.58	0.98	0.57	0.87	0.63	0.51	0.39	0.37	0.3	0.21	0.96	0.54	0.87	0.88	0.94	0.24	0.34	0.63	0.32	0.14	0.76	0.55
0.54	0.71	0.11	0.92	0.48	0.69	0.6	0.61	0.71	0.09	0.5	0.21	0.39	0.51	0.35	0.41	0.73	0.04	0.96	0.6	0.16	0.56	0.08	0.5	0.69	0.42	0.31	0.67	0.94	0.87	0.39	0.86	0.12	0.06	0.98	0.76	0.61	0.56	0.31	0.9	0.85	0.48	0.22	0.68	0.73	1.0	0.79	0.09	0.99	0.85
0.58	0.33	0.73	0.6	0.1	0.56	0.02	0.79	0.82	0.73	0.09	0.59	0.39	0.13	0.89	0.94	0.92	0.53	0.86	0.2	0.3	0.91	0.59	0.23	0.13	0.23	0.5	0.3	0.73	0.27	0.08	0.9	0.66	0.97	0.18	0.87	0.02	0.54	0.48	0.13	0.82	0.27	0.9	0.7	0.85	0.87	0.79	0.74	0.0	0.14
