40
A	D	19	39	770	770	H	H	-0.0051	-0.4339
D	A	19	39	250	250	H	L	-0.0004	-0.0012
B	A	1	43	940	940	L	L	-0.002	-0.0023
B	C	3	54	630	630	L	H	-0.0052	-0.4787
B	A	13	51	600	600	L	L	-0.002	-0.0023
C	A	12	52	900	900	L	L	-0.002	-0.0023
C	D	11	58	960	960	L	H	-0.0052	-0.4787
B	A	16	52	650	650	L	H	-0.0052	-0.4787
C	A	5	27	490	490	L	H	-0.0052	-0.4787
D	A	8	40	820	820	L	L	-0.002	-0.0023
C	A	9	37	560	560	L	H	-0.0052	-0.4787
C	B	16	31	940	940	H	H	-0.0051	-0.4339
C	D	5	48	460	460	L	H	-0.0052	-0.4787
A	B	13	40	580	580	L	H	-0.0052	-0.4787
D	C	2	55	670	670	L	L	-0.002	-0.0023
D	A	13	52	590	590	L	L	-0.002	-0.0023
C	D	4	59	630	630	L	H	-0.0052	-0.4787
A	C	6	56	740	740	L	L	-0.002	-0.0023
B	C	10	40	800	800	L	L	-0.002	-0.0023
B	D	19	43	620	620	L	H	-0.0052	-0.4787
B	C	2	56	900	900	L	H	-0.0052	-0.4787
D	A	11	35	450	450	L	L	-0.002	-0.0023
B	D	14	39	330	330	L	H	-0.0052	-0.4787
C	D	20	45	620	620	L	L	-0.002	-0.0023
B	D	7	57	580	580	L	H	-0.0052	-0.4787
C	A	19	32	420	420	H	H	-0.0051	-0.4339
B	A	13	54	660	660	L	L	-0.002	-0.0023
C	B	17	27	870	870	H	L	-0.0004	-0.0012
D	A	13	39	600	600	L	L	-0.002	-0.0023
B	A	3	45	270	270	L	H	-0.0052	-0.4787
B	A	19	33	580	580	H	H	-0.0051	-0.4339
A	D	1	38	980	980	L	L	-0.002	-0.0023
B	A	3	55	580	580	L	H	-0.0052	-0.4787
D	A	16	38	270	270	L	L	-0.002	-0.0023
A	D	3	55	890	890	L	L	-0.002	-0.0023
A	C	19	28	650	650	H	L	-0.0004	-0.0012
C	D	1	50	700	700	L	L	-0.002	-0.0023
D	C	13	31	300	300	H	H	-0.0051	-0.4339
D	B	5	49	420	420	L	H	-0.0052	-0.4787
C	D	18	39	900	900	L	L	-0.002	-0.0023
