20
C	B	8	33	4000	49	L	L	-0.0002	-0.0023
B	D	24	36	6400	41	H	L	-0.0004	-0.0012
B	A	44	51	6700	37	H	L	-0.0004	-0.0012
C	B	4	57	4400	26	L	H	-0.0052	-0.4787
B	A	39	59	2900	33	H	H	-0.0051	-0.4339
B	D	42	56	8200	37	L	L	-0.0002	-0.0023
D	C	23	45	2200	37	H	L	-0.0004	-0.0012
B	D	23	56	8600	58	H	H	-0.0051	-0.4339
D	A	27	34	3400	27	L	L	-0.0002	-0.0023
D	C	2	45	5900	82	L	L	-0.0002	-0.0023
B	C	5	11	8400	26	H	H	-0.0051	-0.4339
C	D	33	48	9600	77	H	L	-0.0004	-0.0012
D	A	25	53	4400	85	L	H	-0.0052	-0.4787
A	C	8	30	3100	37	L	L	-0.0002	-0.0023
C	B	47	54	5700	47	L	L	-0.0002	-0.0023
C	D	27	57	3700	50	H	H	-0.0051	-0.4339
D	C	37	56	7800	57	L	H	-0.0052	-0.4787
D	A	21	43	2100	84	H	L	-0.0004	-0.0012
B	A	48	62	7100	30	H	L	-0.0004	-0.0012
B	D	43	50	5700	77	H	L	-0.0004	-0.0012
