20
M	80	160	80	80	160	80	80	160	160	160	160	160	160	160	80	80	160	80	80
80	M	160	160	160	80	160	160	160	160	80	80	80	80	80	80	160	80	160	80
160	160	M	160	160	80	80	80	160	80	80	160	160	160	160	80	160	80	160	160
80	160	160	M	160	160	160	80	80	80	80	80	160	80	80	160	80	160	80	80
80	160	160	160	M	160	160	80	160	80	160	80	80	80	160	160	80	160	160	160
160	80	80	160	160	M	80	80	80	160	160	80	80	160	80	80	80	80	80	160
80	160	80	160	160	80	M	80	80	80	80	160	160	80	160	80	80	160	160	160
80	160	80	80	80	80	80	M	160	80	80	80	160	160	160	80	160	80	160	80
160	160	160	80	160	80	80	160	M	160	160	160	80	80	80	160	80	160	160	80
160	160	80	80	80	160	80	80	160	M	160	160	80	160	80	160	80	80	160	80
160	80	80	80	160	160	80	80	160	160	M	160	80	80	80	80	80	80	160	80
160	80	160	80	80	80	160	80	160	160	160	M	80	160	160	80	80	160	160	80
160	80	160	160	80	80	160	160	80	80	80	80	M	160	160	80	160	160	160	80
160	80	160	80	80	160	80	160	80	160	80	160	160	M	160	160	160	80	80	160
160	80	160	80	160	80	160	160	80	80	80	160	160	160	M	160	80	80	80	80
80	80	80	160	160	80	80	80	160	160	80	80	80	160	160	M	80	160	80	80
80	160	160	80	80	80	80	160	80	80	80	80	160	160	80	80	M	80	80	80
160	80	80	160	160	80	160	80	160	80	80	160	160	80	80	160	80	M	80	80
80	160	160	80	160	80	160	160	160	160	160	160	160	80	80	80	80	80	M	160
80	80	160	80	160	160	160	80	80	80	80	80	80	160	80	80	80	80	160	M
