20
A	C	4	18	8300	73	L	H	-0.0052	-0.4787
D	C	19	44	2800	39	L	L	-0.0002	-0.0023
A	D	6	21	6500	39	L	L	-0.0002	-0.0023
B	A	15	57	4900	62	L	L	-0.0002	-0.0023
B	C	28	40	7200	24	L	L	-0.0002	-0.0023
C	B	32	58	9100	64	L	L	-0.0002	-0.0023
A	C	3	17	6800	38	H	L	-0.0004	-0.0012
B	C	18	58	3500	31	L	H	-0.0052	-0.4787
B	A	43	58	2900	88	L	L	-0.0002	-0.0023
B	C	16	37	7800	71	H	L	-0.0004	-0.0012
C	A	4	32	3300	70	H	H	-0.0051	-0.4339
A	C	17	45	9000	50	H	L	-0.0004	-0.0012
B	A	9	25	3600	41	H	L	-0.0004	-0.0012
A	C	20	53	7900	20	H	H	-0.0051	-0.4339
A	C	7	15	4400	75	H	H	-0.0051	-0.4339
D	B	10	27	5400	54	L	L	-0.0002	-0.0023
B	C	20	45	9200	73	H	L	-0.0004	-0.0012
D	B	26	37	7300	57	L	L	-0.0002	-0.0023
D	C	28	52	6100	89	H	H	-0.0051	-0.4339
A	B	27	61	9400	78	L	H	-0.0052	-0.4787
